id,originator_id,beneficiary_id,amount_native,currency,amount_usd,amount_sgd,corridor,channel,in_scope_jurisdictions,scenario_category,scenario_sub_shape,expected_us_verdict,expected_sg_verdict,expected_contradiction_type,reason_summary,raw,occurred_at
e77381ea-beb3-4eca-b12e-13e5aef0b9d0,06e7c621-dafd-42e1-911b-3fa4aa8b4534,458f67d3-db23-409f-b291-f5d611d545b1,9112.98,USD,9112.98,12314.84,SG-PH-USD,SWIFT,"[""SG"", ""US""]",11_sg_block_risk_based,repeated_below_threshold,allow,block,C,"US: allow; SG: block (SG.RBR.REPEATED_BELOW_THRESHOLD, SG.STR.SUSPICION)","{""originator_alias"": ""sg_sme_textiles_b"", ""originator_domicile"": ""SG"", ""originator_pep"": ""none"", ""beneficiary_alias"": ""ph_fi_corr"", ""beneficiary_domicile"": ""PH"", ""beneficiary_pep"": ""none"", ""ofac_sdn_match"": false, ""mas_tfs_match"": false, ""scenario_category"": ""11_sg_block_risk_based"", ""scenario_sub_shape"": ""repeated_below_threshold"", ""expected_us_verdict"": ""allow"", ""expected_sg_verdict"": ""block"", ""expected_contradiction_type"": ""C"", ""reason_summary"": ""US: allow; SG: block (SG.RBR.REPEATED_BELOW_THRESHOLD, SG.STR.SUSPICION)"", ""sg_signals"": {""repeated_pattern_below_threshold"": true}, ""note"": ""Repeated transfers just below high-value thresholds, same destination""}",2026-03-28 11:06:00+00:00
f1e19192-a7a8-467a-a33e-04baa0dc5a52,7674e493-c4df-4fe0-8f0f-a67b1b8e2093,f7ba7e6f-92e6-4d3b-a6ad-d9f947e3acba,806.66,SGD,596.92,806.66,SG-SG-SGD,FAST,"[""SG""]",1_normal,sg_dom_b2b,not_in_scope,allow,D,US: not in scope; SG: allow,"{""originator_alias"": ""sg_sme_property"", ""originator_domicile"": ""SG"", ""originator_pep"": ""none"", ""beneficiary_alias"": ""sg_sme_construction_a"", ""beneficiary_domicile"": ""SG"", ""beneficiary_pep"": ""none"", ""ofac_sdn_match"": false, ""mas_tfs_match"": false, ""scenario_category"": ""1_normal"", ""scenario_sub_shape"": ""sg_dom_b2b"", ""expected_us_verdict"": ""not_in_scope"", ""expected_sg_verdict"": ""allow"", ""expected_contradiction_type"": ""D"", ""reason_summary"": ""US: not in scope; SG: allow"", ""sg_signals"": {}, ""note"": ""Normal: sg_dom_b2b""}",2026-03-28 11:28:00+00:00
0006f691-7f76-4624-9f3a-bd42ed7bfc76,8fba4aac-a197-47b9-a018-2c5dc294e7e1,458f67d3-db23-409f-b291-f5d611d545b1,195835.63,USD,195835.63,264642.74,SG-PH-USD,SWIFT,"[""SG"", ""US""]",1_normal,sg_corp_to_fi,allow,allow,D,US: allow; SG: allow,"{""originator_alias"": ""sg_sme_electronics_a"", ""originator_domicile"": ""SG"", ""originator_pep"": ""none"", ""beneficiary_alias"": ""ph_fi_corr"", ""beneficiary_domicile"": ""PH"", ""beneficiary_pep"": ""none"", ""ofac_sdn_match"": false, ""mas_tfs_match"": false, ""scenario_category"": ""1_normal"", ""scenario_sub_shape"": ""sg_corp_to_fi"", ""expected_us_verdict"": ""allow"", ""expected_sg_verdict"": ""allow"", ""expected_contradiction_type"": ""D"", ""reason_summary"": ""US: allow; SG: allow"", ""sg_signals"": {}, ""note"": ""Normal: sg_corp_to_fi""}",2026-03-28 11:38:00+00:00
bd8a76db-08fe-4a0a-9e73-f1ccc42e670c,f7ba7e6f-92e6-4d3b-a6ad-d9f947e3acba,458f67d3-db23-409f-b291-f5d611d545b1,92131.35,USD,92131.35,124501.82,SG-PH-USD,SWIFT,"[""SG"", ""US""]",7_cross_border,mixed_currency_layering,flag,flag,A,"US: flag (US.ML.THRESHOLD, US.SAR.5K); SG: flag (SG.ML.THRESHOLD, SG.STR.SUSPICION)","{""originator_alias"": ""sg_sme_construction_a"", ""originator_domicile"": ""SG"", ""originator_pep"": ""none"", ""beneficiary_alias"": ""ph_fi_corr"", ""beneficiary_domicile"": ""PH"", ""beneficiary_pep"": ""none"", ""ofac_sdn_match"": false, ""mas_tfs_match"": false, ""scenario_category"": ""7_cross_border"", ""scenario_sub_shape"": ""mixed_currency_layering"", ""expected_us_verdict"": ""flag"", ""expected_sg_verdict"": ""flag"", ""expected_contradiction_type"": ""A"", ""reason_summary"": ""US: flag (US.ML.THRESHOLD, US.SAR.5K); SG: flag (SG.ML.THRESHOLD, SG.STR.SUSPICION)"", ""sg_signals"": {}, ""note"": ""Layering \u2014 first leg""}",2026-03-28 11:45:00+00:00
7ab777c8-6fd5-4c18-9f16-a851f300080d,b21cc44a-d589-4275-8f64-2de7ecf8fc39,7ca20c58-de1b-42f0-9c1d-e187da288211,336.87,SGD,249.28,336.87,US-SG-SGD,SWIFT,"[""SG"", ""US""]",1_normal,retail_remit,allow,allow,D,US: allow; SG: allow,"{""originator_alias"": ""us_ind_g"", ""originator_domicile"": ""US"", ""originator_pep"": ""none"", ""beneficiary_alias"": ""sg_ind_k"", ""beneficiary_domicile"": ""SG"", ""beneficiary_pep"": ""none"", ""ofac_sdn_match"": false, ""mas_tfs_match"": false, ""scenario_category"": ""1_normal"", ""scenario_sub_shape"": ""retail_remit"", ""expected_us_verdict"": ""allow"", ""expected_sg_verdict"": ""allow"", ""expected_contradiction_type"": ""D"", ""reason_summary"": ""US: allow; SG: allow"", ""sg_signals"": {}, ""note"": ""Normal: retail_remit""}",2026-03-28 12:14:00+00:00
d39bf478-3d58-42fe-8a4d-a330f4c59345,8c3dd671-bfec-42db-8f3f-078f7cc053aa,b21cc44a-d589-4275-8f64-2de7ecf8fc39,8835.14,USD,8835.14,11939.38,US-US-USD,ACH,"[""US""]",1_normal,us_payroll,allow,not_in_scope,D,US: allow; SG: not in scope,"{""originator_alias"": ""us_sme_software_a"", ""originator_domicile"": ""US"", ""originator_pep"": ""none"", ""beneficiary_alias"": ""us_ind_g"", ""beneficiary_domicile"": ""US"", ""beneficiary_pep"": ""none"", ""ofac_sdn_match"": false, ""mas_tfs_match"": false, ""scenario_category"": ""1_normal"", ""scenario_sub_shape"": ""us_payroll"", ""expected_us_verdict"": ""allow"", ""expected_sg_verdict"": ""not_in_scope"", ""expected_contradiction_type"": ""D"", ""reason_summary"": ""US: allow; SG: not in scope"", ""sg_signals"": {}, ""note"": ""Normal: us_payroll""}",2026-03-28 12:19:00+00:00
87fc3dc2-9be7-4f74-9942-04d180efc917,5c2b929c-fa28-423b-8808-ed509f86003a,637d9e86-32b6-4f87-a22c-9763f3b532cd,1693.61,SGD,1253.27,1693.61,SG-SG-SGD,GIRO,"[""SG""]",1_normal,sg_dom_b2b,not_in_scope,allow,D,US: not in scope; SG: allow,"{""originator_alias"": ""sg_sme_security"", ""originator_domicile"": ""SG"", ""originator_pep"": ""none"", ""beneficiary_alias"": ""sg_sme_pharma"", ""beneficiary_domicile"": ""SG"", ""beneficiary_pep"": ""none"", ""ofac_sdn_match"": false, ""mas_tfs_match"": false, ""scenario_category"": ""1_normal"", ""scenario_sub_shape"": ""sg_dom_b2b"", ""expected_us_verdict"": ""not_in_scope"", ""expected_sg_verdict"": ""allow"", ""expected_contradiction_type"": ""D"", ""reason_summary"": ""US: not in scope; SG: allow"", ""sg_signals"": {}, ""note"": ""Normal: sg_dom_b2b""}",2026-03-28 12:20:00+00:00
c9220827-0452-4380-92e8-068f0e0fbff9,dbd57771-397e-4a25-b1e4-7c25980d6dd2,556deaf2-5c11-47ae-a34b-49faca27b068,11637.42,USD,11637.42,15726.24,SG-US-USD,SWIFT,"[""SG"", ""US""]",7_cross_border,usd_swift_cross_border,allow,allow,D,US: allow; SG: allow,"{""originator_alias"": ""sg_fi_corr"", ""originator_domicile"": ""SG"", ""originator_pep"": ""none"", ""beneficiary_alias"": ""us_sme_imports_a"", ""beneficiary_domicile"": ""US"", ""beneficiary_pep"": ""none"", ""ofac_sdn_match"": false, ""mas_tfs_match"": false, ""scenario_category"": ""7_cross_border"", ""scenario_sub_shape"": ""usd_swift_cross_border"", ""expected_us_verdict"": ""allow"", ""expected_sg_verdict"": ""allow"", ""expected_contradiction_type"": ""D"", ""reason_summary"": ""US: allow; SG: allow"", ""sg_signals"": {}, ""note"": ""USD via SWIFT cross-border \u2014 clears NY""}",2026-03-28 12:32:00+00:00
24cf13f6-a641-4a61-96e9-1ed1a9cf3d6b,a68e3ef8-f115-4fa8-b5c0-75685911a286,0416a93c-7692-41e9-b4f4-150ff121c4f0,7505.6,SGD,5554.15,7505.6,SG-SG-SGD,GIRO,"[""SG""]",1_normal,sg_dom_b2b,not_in_scope,allow,D,US: not in scope; SG: allow,"{""originator_alias"": ""sg_sme_education"", ""originator_domicile"": ""SG"", ""originator_pep"": ""none"", ""beneficiary_alias"": ""sg_sme_food"", ""beneficiary_domicile"": ""SG"", ""beneficiary_pep"": ""none"", ""ofac_sdn_match"": false, ""mas_tfs_match"": false, ""scenario_category"": ""1_normal"", ""scenario_sub_shape"": ""sg_dom_b2b"", ""expected_us_verdict"": ""not_in_scope"", ""expected_sg_verdict"": ""allow"", ""expected_contradiction_type"": ""D"", ""reason_summary"": ""US: not in scope; SG: allow"", ""sg_signals"": {}, ""note"": ""Normal: sg_dom_b2b""}",2026-03-28 14:07:00+00:00
d9a2ef86-7349-4448-9a33-33deb0154251,556deaf2-5c11-47ae-a34b-49faca27b068,2d5e7d62-e78d-41e8-8b47-6f788daa25fd,4298.11,USD,4298.11,5808.25,US-US-USD,ACH,"[""US""]",1_normal,us_dom_b2b,allow,not_in_scope,D,US: allow; SG: not in scope,"{""originator_alias"": ""us_sme_imports_a"", ""originator_domicile"": ""US"", ""originator_pep"": ""none"", ""beneficiary_alias"": ""us_sme_consulting_a"", ""beneficiary_domicile"": ""US"", ""beneficiary_pep"": ""none"", ""ofac_sdn_match"": false, ""mas_tfs_match"": false, ""scenario_category"": ""1_normal"", ""scenario_sub_shape"": ""us_dom_b2b"", ""expected_us_verdict"": ""allow"", ""expected_sg_verdict"": ""not_in_scope"", ""expected_contradiction_type"": ""D"", ""reason_summary"": ""US: allow; SG: not in scope"", ""sg_signals"": {}, ""note"": ""Normal: us_dom_b2b""}",2026-03-28 14:10:00+00:00
74961ccf-3635-4db9-9350-4c85fb07c3ad,8fba4aac-a197-47b9-a018-2c5dc294e7e1,9cacf0d4-3aed-4ea9-91d8-4151cfd7a766,13623.8,USD,13623.8,18410.55,SG-MY-USD,SWIFT,"[""SG"", ""US""]",7_cross_border,usd_swift_cross_border,allow,allow,D,US: allow; SG: allow,"{""originator_alias"": ""sg_sme_electronics_a"", ""originator_domicile"": ""SG"", ""originator_pep"": ""none"", ""beneficiary_alias"": ""my_fi_corr"", ""beneficiary_domicile"": ""MY"", ""beneficiary_pep"": ""none"", ""ofac_sdn_match"": false, ""mas_tfs_match"": false, ""scenario_category"": ""7_cross_border"", ""scenario_sub_shape"": ""usd_swift_cross_border"", ""expected_us_verdict"": ""allow"", ""expected_sg_verdict"": ""allow"", ""expected_contradiction_type"": ""D"", ""reason_summary"": ""US: allow; SG: allow"", ""sg_signals"": {}, ""note"": ""USD via SWIFT cross-border \u2014 clears NY""}",2026-03-28 14:17:00+00:00
20827585-596b-4cf1-bf2a-76f45b486f2b,f7ba7e6f-92e6-4d3b-a6ad-d9f947e3acba,637d9e86-32b6-4f87-a22c-9763f3b532cd,919.44,SGD,680.38,919.44,SG-SG-SGD,GIRO,"[""SG""]",1_normal,sg_dom_b2b,not_in_scope,allow,D,US: not in scope; SG: allow,"{""originator_alias"": ""sg_sme_construction_a"", ""originator_domicile"": ""SG"", ""originator_pep"": ""none"", ""beneficiary_alias"": ""sg_sme_pharma"", ""beneficiary_domicile"": ""SG"", ""beneficiary_pep"": ""none"", ""ofac_sdn_match"": false, ""mas_tfs_match"": false, ""scenario_category"": ""1_normal"", ""scenario_sub_shape"": ""sg_dom_b2b"", ""expected_us_verdict"": ""not_in_scope"", ""expected_sg_verdict"": ""allow"", ""expected_contradiction_type"": ""D"", ""reason_summary"": ""US: not in scope; SG: allow"", ""sg_signals"": {}, ""note"": ""Normal: sg_dom_b2b""}",2026-03-28 15:06:00+00:00
ffb4239a-e8f9-4470-b448-568e7e2e98c3,8d30182f-80b9-44ce-be00-32ba3f8530ec,7674e493-c4df-4fe0-8f0f-a67b1b8e2093,12599.94,SGD,9323.95,12599.94,SG-SG-SGD,GIRO,"[""SG""]",1_normal,sg_dom_b2b,not_in_scope,allow,D,US: not in scope; SG: allow,"{""originator_alias"": ""sg_sme_retail"", ""originator_domicile"": ""SG"", ""originator_pep"": ""none"", ""beneficiary_alias"": ""sg_sme_property"", ""beneficiary_domicile"": ""SG"", ""beneficiary_pep"": ""none"", ""ofac_sdn_match"": false, ""mas_tfs_match"": false, ""scenario_category"": ""1_normal"", ""scenario_sub_shape"": ""sg_dom_b2b"", ""expected_us_verdict"": ""not_in_scope"", ""expected_sg_verdict"": ""allow"", ""expected_contradiction_type"": ""D"", ""reason_summary"": ""US: not in scope; SG: allow"", ""sg_signals"": {}, ""note"": ""Normal: sg_dom_b2b""}",2026-03-28 15:19:00+00:00
9751e4ce-7a26-4635-82a1-fa3ff90e445f,803df6a5-1348-4841-ac0e-064d04770dcc,7674e493-c4df-4fe0-8f0f-a67b1b8e2093,7972.0,SGD,5899.28,7972.0,SG-SG-SGD,GIRO,"[""SG""]",1_normal,sg_dom_b2b,not_in_scope,allow,D,US: not in scope; SG: allow,"{""originator_alias"": ""sg_sme_logistics_b"", ""originator_domicile"": ""SG"", ""originator_pep"": ""none"", ""beneficiary_alias"": ""sg_sme_property"", ""beneficiary_domicile"": ""SG"", ""beneficiary_pep"": ""none"", ""ofac_sdn_match"": false, ""mas_tfs_match"": false, ""scenario_category"": ""1_normal"", ""scenario_sub_shape"": ""sg_dom_b2b"", ""expected_us_verdict"": ""not_in_scope"", ""expected_sg_verdict"": ""allow"", ""expected_contradiction_type"": ""D"", ""reason_summary"": ""US: not in scope; SG: allow"", ""sg_signals"": {}, ""note"": ""Normal: sg_dom_b2b""}",2026-03-28 15:21:00+00:00
984dde20-85db-4c18-a7c4-b2ec254a3d3c,50418875-eb4c-4c6c-be73-a4ffabdfef8b,d5a567ff-f1ad-4721-b40a-8e2a895ec862,4295.24,SGD,3178.48,4295.24,SG-SG-SGD,FAST,"[""SG""]",1_normal,retail_remit,not_in_scope,allow,D,US: not in scope; SG: allow,"{""originator_alias"": ""sg_ind_e"", ""originator_domicile"": ""SG"", ""originator_pep"": ""none"", ""beneficiary_alias"": ""sg_ind_a"", ""beneficiary_domicile"": ""SG"", ""beneficiary_pep"": ""none"", ""ofac_sdn_match"": false, ""mas_tfs_match"": false, ""scenario_category"": ""1_normal"", ""scenario_sub_shape"": ""retail_remit"", ""expected_us_verdict"": ""not_in_scope"", ""expected_sg_verdict"": ""allow"", ""expected_contradiction_type"": ""D"", ""reason_summary"": ""US: not in scope; SG: allow"", ""sg_signals"": {}, ""note"": ""Normal: retail_remit""}",2026-03-28 15:24:00+00:00
fcc1c828-8ac8-4979-b35f-53ddc3ab0c0a,0416a93c-7692-41e9-b4f4-150ff121c4f0,8ccaf140-0bab-41c1-b832-a37e79236791,6253.47,SGD,4627.57,6253.47,SG-SG-SGD,GIRO,"[""SG""]",1_normal,sg_payroll,not_in_scope,allow,D,US: not in scope; SG: allow,"{""originator_alias"": ""sg_sme_food"", ""originator_domicile"": ""SG"", ""originator_pep"": ""none"", ""beneficiary_alias"": ""sg_ind_g"", ""beneficiary_domicile"": ""SG"", ""beneficiary_pep"": ""none"", ""ofac_sdn_match"": false, ""mas_tfs_match"": false, ""scenario_category"": ""1_normal"", ""scenario_sub_shape"": ""sg_payroll"", ""expected_us_verdict"": ""not_in_scope"", ""expected_sg_verdict"": ""allow"", ""expected_contradiction_type"": ""D"", ""reason_summary"": ""US: not in scope; SG: allow"", ""sg_signals"": {}, ""note"": ""Normal: sg_payroll""}",2026-03-28 15:30:00+00:00
c27461a5-ef49-4e10-90fe-0019b29c3428,c89c7223-ff08-473c-b4e2-3c2b584527c2,a9d140c8-b520-4a2f-b9ba-373651d6560e,293359.33,USD,293359.33,396431.52,US-PH-USD,SWIFT,"[""US""]",6_pep,foreign_pep_via_shell,flag,not_in_scope,D,"US: flag (US.ML.THRESHOLD, US.SAR.5K); SG: not in scope","{""originator_alias"": ""us_sme_design"", ""originator_domicile"": ""US"", ""originator_pep"": ""none"", ""beneficiary_alias"": ""sh_pep_for_b"", ""beneficiary_domicile"": ""PH"", ""beneficiary_pep"": ""none"", ""ofac_sdn_match"": false, ""mas_tfs_match"": false, ""scenario_category"": ""6_pep"", ""scenario_sub_shape"": ""foreign_pep_via_shell"", ""expected_us_verdict"": ""flag"", ""expected_sg_verdict"": ""not_in_scope"", ""expected_contradiction_type"": ""D"", ""reason_summary"": ""US: flag (US.ML.THRESHOLD, US.SAR.5K); SG: not in scope"", ""sg_signals"": {}, ""note"": ""Payment to shell with foreign-PEP UBO (KNOWN GAP)""}",2026-03-28 15:33:00+00:00
1d5c5487-ec8f-42da-a9a8-79f031d4d902,21b55d86-65f6-4ccf-a4af-35aa806655c4,ad7cb1ac-7172-4533-91a2-55cbafed0dad,43686.19,USD,43686.19,59035.39,SG-ID-USD,SWIFT,"[""SG"", ""US""]",11_sg_block_risk_based,pep_intermediary_routing,flag,block,C,"US: flag (US.PEP.FOREIGN, US.ML.THRESHOLD, US.SAR.5K); SG: block (SG.PEP.FOREIGN, SG.ML.THRESHOLD, SG.RBR.PEP_INTERMEDIARY, SG.STR.SUSPICION)","{""originator_alias"": ""sg_sme_it_services"", ""originator_domicile"": ""SG"", ""originator_pep"": ""none"", ""beneficiary_alias"": ""id_pep_for"", ""beneficiary_domicile"": ""ID"", ""beneficiary_pep"": ""foreign"", ""ofac_sdn_match"": false, ""mas_tfs_match"": false, ""scenario_category"": ""11_sg_block_risk_based"", ""scenario_sub_shape"": ""pep_intermediary_routing"", ""expected_us_verdict"": ""flag"", ""expected_sg_verdict"": ""block"", ""expected_contradiction_type"": ""C"", ""reason_summary"": ""US: flag (US.PEP.FOREIGN, US.ML.THRESHOLD, US.SAR.5K); SG: block (SG.PEP.FOREIGN, SG.ML.THRESHOLD, SG.RBR.PEP_INTERMEDIARY, SG.STR.SUSPICION)"", ""sg_signals"": {""pep_intermediary_layering"": true}, ""note"": ""SG intermediary account routes funds to foreign PEP via multiple hops""}",2026-03-28 16:32:00+00:00
1c6ece85-3769-4877-9110-0bac8ed9f2db,7d54daef-175f-4670-aa05-8335d8809dd0,a02bc92d-a68b-4767-abd3-867013375ca9,2444.44,USD,2444.44,3303.3,SG-SG-USD,FAST,"[""SG""]",1_normal,retail_remit,not_in_scope,allow,D,US: not in scope; SG: allow,"{""originator_alias"": ""sg_ind_i"", ""originator_domicile"": ""SG"", ""originator_pep"": ""none"", ""beneficiary_alias"": ""sg_ind_b"", ""beneficiary_domicile"": ""SG"", ""beneficiary_pep"": ""none"", ""ofac_sdn_match"": false, ""mas_tfs_match"": false, ""scenario_category"": ""1_normal"", ""scenario_sub_shape"": ""retail_remit"", ""expected_us_verdict"": ""not_in_scope"", ""expected_sg_verdict"": ""allow"", ""expected_contradiction_type"": ""D"", ""reason_summary"": ""US: not in scope; SG: allow"", ""sg_signals"": {}, ""note"": ""Normal: retail_remit""}",2026-03-28 16:58:00+00:00
46918b98-af3d-494d-ab0f-b82388edbd68,769bf018-e230-438f-be51-d7ca7a6f8cbd,570f6129-85e2-4d72-b917-e2239c84d0fd,42057.06,USD,42057.06,56833.86,SG-US-USD,SWIFT,"[""SG"", ""US""]",4_rapid_movement,velocity_burst,flag,flag,A,"US: flag (US.ML.THRESHOLD, US.SAR.5K); SG: flag (SG.ML.THRESHOLD, SG.STR.SUSPICION)","{""originator_alias"": ""sg_sme_construction_b"", ""originator_domicile"": ""SG"", ""originator_pep"": ""none"", ""beneficiary_alias"": ""us_sme_furniture_a"", ""beneficiary_domicile"": ""US"", ""beneficiary_pep"": ""none"", ""ofac_sdn_match"": false, ""mas_tfs_match"": false, ""scenario_category"": ""4_rapid_movement"", ""scenario_sub_shape"": ""velocity_burst"", ""expected_us_verdict"": ""flag"", ""expected_sg_verdict"": ""flag"", ""expected_contradiction_type"": ""A"", ""reason_summary"": ""US: flag (US.ML.THRESHOLD, US.SAR.5K); SG: flag (SG.ML.THRESHOLD, SG.STR.SUSPICION)"", ""sg_signals"": {}, ""note"": ""Velocity cluster 2 leg 1""}",2026-03-28 17:00:00+00:00
e83d0a41-2daf-4915-b8ed-47b47660c4d3,06e7c621-dafd-42e1-911b-3fa4aa8b4534,8cf712c3-d06b-4583-a2af-16a6f00d454a,2835.33,USD,2835.33,3831.52,SG-CU-USD,SWIFT,"[""SG"", ""US""]",5_sanctions,ofac_only_low_signal,block,allow,B,US: block (US.SANCTIONS.OFAC_SDN); SG: allow,"{""originator_alias"": ""sg_sme_textiles_b"", ""originator_domicile"": ""SG"", ""originator_pep"": ""none"", ""beneficiary_alias"": ""sn_ofac_lo_b"", ""beneficiary_domicile"": ""CU"", ""beneficiary_pep"": ""none"", ""ofac_sdn_match"": true, ""mas_tfs_match"": false, ""scenario_category"": ""5_sanctions"", ""scenario_sub_shape"": ""ofac_only_low_signal"", ""expected_us_verdict"": ""block"", ""expected_sg_verdict"": ""allow"", ""expected_contradiction_type"": ""B"", ""reason_summary"": ""US: block (US.SANCTIONS.OFAC_SDN); SG: allow"", ""sg_signals"": {}, ""note"": ""OFAC-only, weak SG-side signal \u2014 drives US block / SG allow""}",2026-03-28 17:03:00+00:00
765c51d7-28c7-4cd8-a207-78e5ad005b16,5c2b929c-fa28-423b-8808-ed509f86003a,1c6da973-9728-4d77-9e9f-256f25a8c9c1,3838.37,USD,3838.37,5186.99,SG-SG-USD,SWIFT,"[""SG""]",9_just_below_limits,below_sar_floor,not_in_scope,allow,D,US: not in scope; SG: allow,"{""originator_alias"": ""sg_sme_security"", ""originator_domicile"": ""SG"", ""originator_pep"": ""none"", ""beneficiary_alias"": ""sg_sme_electronics_b"", ""beneficiary_domicile"": ""SG"", ""beneficiary_pep"": ""none"", ""ofac_sdn_match"": false, ""mas_tfs_match"": false, ""scenario_category"": ""9_just_below_limits"", ""scenario_sub_shape"": ""below_sar_floor"", ""expected_us_verdict"": ""not_in_scope"", ""expected_sg_verdict"": ""allow"", ""expected_contradiction_type"": ""D"", ""reason_summary"": ""US: not in scope; SG: allow"", ""sg_signals"": {}, ""note"": ""Below SAR floor \u2014 should not fire""}",2026-03-28 17:20:00+00:00
520991cd-eb06-488c-8505-27516c884dea,68d772d8-0938-4731-aab7-cd6fcbbbc327,8c3dd671-bfec-42db-8f3f-078f7cc053aa,3380.93,USD,3380.93,4568.83,US-US-USD,ACH,"[""US""]",1_normal,us_dom_b2b,allow,not_in_scope,D,US: allow; SG: not in scope,"{""originator_alias"": ""us_sme_marine"", ""originator_domicile"": ""US"", ""originator_pep"": ""none"", ""beneficiary_alias"": ""us_sme_software_a"", ""beneficiary_domicile"": ""US"", ""beneficiary_pep"": ""none"", ""ofac_sdn_match"": false, ""mas_tfs_match"": false, ""scenario_category"": ""1_normal"", ""scenario_sub_shape"": ""us_dom_b2b"", ""expected_us_verdict"": ""allow"", ""expected_sg_verdict"": ""not_in_scope"", ""expected_contradiction_type"": ""D"", ""reason_summary"": ""US: allow; SG: not in scope"", ""sg_signals"": {}, ""note"": ""Normal: us_dom_b2b""}",2026-03-28 17:24:00+00:00
704e7dad-73c5-4a95-9979-656a5090768f,10b91e54-aa63-4d8a-adf0-08899bd1ad5d,d5a567ff-f1ad-4721-b40a-8e2a895ec862,7070.67,SGD,5232.3,7070.67,SG-SG-SGD,GIRO,"[""SG""]",1_normal,sg_payroll,not_in_scope,allow,D,US: not in scope; SG: allow,"{""originator_alias"": ""sg_sme_logistics_a"", ""originator_domicile"": ""SG"", ""originator_pep"": ""none"", ""beneficiary_alias"": ""sg_ind_a"", ""beneficiary_domicile"": ""SG"", ""beneficiary_pep"": ""none"", ""ofac_sdn_match"": false, ""mas_tfs_match"": false, ""scenario_category"": ""1_normal"", ""scenario_sub_shape"": ""sg_payroll"", ""expected_us_verdict"": ""not_in_scope"", ""expected_sg_verdict"": ""allow"", ""expected_contradiction_type"": ""D"", ""reason_summary"": ""US: not in scope; SG: allow"", ""sg_signals"": {}, ""note"": ""Normal: sg_payroll""}",2026-03-28 17:42:00+00:00
7778f942-e114-44be-a10b-ce3ad44eb796,803df6a5-1348-4841-ac0e-064d04770dcc,a68e3ef8-f115-4fa8-b5c0-75685911a286,6470.59,SGD,4788.23,6470.59,SG-SG-SGD,FAST,"[""SG""]",1_normal,sg_dom_b2b,not_in_scope,allow,D,US: not in scope; SG: allow,"{""originator_alias"": ""sg_sme_logistics_b"", ""originator_domicile"": ""SG"", ""originator_pep"": ""none"", ""beneficiary_alias"": ""sg_sme_education"", ""beneficiary_domicile"": ""SG"", ""beneficiary_pep"": ""none"", ""ofac_sdn_match"": false, ""mas_tfs_match"": false, ""scenario_category"": ""1_normal"", ""scenario_sub_shape"": ""sg_dom_b2b"", ""expected_us_verdict"": ""not_in_scope"", ""expected_sg_verdict"": ""allow"", ""expected_contradiction_type"": ""D"", ""reason_summary"": ""US: not in scope; SG: allow"", ""sg_signals"": {}, ""note"": ""Normal: sg_dom_b2b""}",2026-03-28 17:59:00+00:00
a79e7723-0832-4b1c-ac42-70574f65d9d6,769bf018-e230-438f-be51-d7ca7a6f8cbd,06e7c621-dafd-42e1-911b-3fa4aa8b4534,30117.05,USD,30117.05,40698.71,SG-SG-USD,SWIFT,"[""SG""]",4_rapid_movement,velocity_burst,not_in_scope,flag,D,"US: not in scope; SG: flag (SG.ML.THRESHOLD, SG.STR.SUSPICION)","{""originator_alias"": ""sg_sme_construction_b"", ""originator_domicile"": ""SG"", ""originator_pep"": ""none"", ""beneficiary_alias"": ""sg_sme_textiles_b"", ""beneficiary_domicile"": ""SG"", ""beneficiary_pep"": ""none"", ""ofac_sdn_match"": false, ""mas_tfs_match"": false, ""scenario_category"": ""4_rapid_movement"", ""scenario_sub_shape"": ""velocity_burst"", ""expected_us_verdict"": ""not_in_scope"", ""expected_sg_verdict"": ""flag"", ""expected_contradiction_type"": ""D"", ""reason_summary"": ""US: not in scope; SG: flag (SG.ML.THRESHOLD, SG.STR.SUSPICION)"", ""sg_signals"": {}, ""note"": ""Velocity cluster 2 leg 10""}",2026-03-28 18:00:00+00:00
0e2af408-4a24-4704-855e-c800d95515b4,8d30182f-80b9-44ce-be00-32ba3f8530ec,8f4db470-a47d-4a29-afba-ed661d17e1f2,149253.37,USD,149253.37,201693.75,SG-PH-USD,SWIFT,"[""SG"", ""US""]",6_pep,foreign_pep_direct,flag,flag,A,"US: flag (US.PEP.FOREIGN, US.SAR.5K); SG: flag (SG.PEP.FOREIGN, SG.STR.SUSPICION)","{""originator_alias"": ""sg_sme_retail"", ""originator_domicile"": ""SG"", ""originator_pep"": ""none"", ""beneficiary_alias"": ""ph_pep_for"", ""beneficiary_domicile"": ""PH"", ""beneficiary_pep"": ""foreign"", ""ofac_sdn_match"": false, ""mas_tfs_match"": false, ""scenario_category"": ""6_pep"", ""scenario_sub_shape"": ""foreign_pep_direct"", ""expected_us_verdict"": ""flag"", ""expected_sg_verdict"": ""flag"", ""expected_contradiction_type"": ""A"", ""reason_summary"": ""US: flag (US.PEP.FOREIGN, US.SAR.5K); SG: flag (SG.PEP.FOREIGN, SG.STR.SUSPICION)"", ""sg_signals"": {}, ""note"": ""Direct payment to foreign PEP""}",2026-03-28 18:23:00+00:00
